  120    /SI:11 photon emissivity coefficients/
--------------------------------------------------------------------------------
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1
--------------------------------------------------------------------------------
//#01/p00/ 00/p01/ 01/p02/ 02/p03/ 03/p04/ 04/p05/ 05/p06/ 06/p07/ 07/p08/ 08/
      p09/ 09/p10/ 10/p11/ 11/p12/ 12/p13/ 13/p14/ 14/
--------------------------------------------------------------------------------
  27.8630   24  24 /pl=01:ss=11:pb= 1:sz=11/type=EXCIT/ispb = 1/isel =    1
 3.58E+08 3.58E+09 3.58E+10 3.58E+11 3.58E+12 3.58E+13 1.07E+14 3.58E+14
 1.07E+15 3.58E+15 1.07E+16 3.58E+16 1.07E+17 3.58E+17 1.07E+18 3.58E+18
 1.07E+19 3.58E+19 1.07E+20 3.58E+20 1.07E+21 3.58E+21 1.07E+22 3.58E+22
 6.20E+00 8.69E+00 1.24E+01 1.86E+01 2.48E+01 3.72E+01 6.20E+01 8.69E+01
 1.24E+02 1.86E+02 2.48E+02 3.72E+02 6.20E+02 8.69E+02 1.24E+03 1.86E+03
 2.48E+03 3.72E+03 6.20E+03 8.69E+03 1.24E+04 1.86E+04 2.48E+04 3.72E+04
 6.32E-46 4.38E-37 1.73E-30 2.18E-25 7.40E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.25E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.98E-16 3.57E-16 3.01E-16 2.66E-16 2.31E-16 1.97E-16 1.75E-16 1.48E-16
 6.53E-46 4.38E-37 1.73E-30 2.18E-25 7.40E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.25E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.98E-16 3.57E-16 3.01E-16 2.66E-16 2.31E-16 1.97E-16 1.75E-16 1.48E-16
 6.56E-46 4.38E-37 1.73E-30 2.18E-25 7.40E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.25E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.98E-16 3.57E-16 3.01E-16 2.66E-16 2.31E-16 1.97E-16 1.75E-16 1.48E-16
 6.55E-46 4.38E-37 1.73E-30 2.18E-25 7.40E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.25E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.98E-16 3.57E-16 3.01E-16 2.66E-16 2.31E-16 1.97E-16 1.75E-16 1.48E-16
 6.55E-46 4.38E-37 1.73E-30 2.18E-25 7.40E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.25E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.98E-16 3.57E-16 3.01E-16 2.66E-16 2.31E-16 1.97E-16 1.75E-16 1.48E-16
 6.57E-46 4.39E-37 1.73E-30 2.18E-25 7.41E-23 2.36E-20 2.15E-18 1.39E-17
 5.36E-17 1.43E-16 2.26E-16 3.37E-16 4.28E-16 4.49E-16 4.45E-16 4.22E-16
 3.99E-16 3.57E-16 3.01E-16 2.66E-16 2.32E-16 1.97E-16 1.75E-16 1.48E-16
 6.61E-46 4.41E-37 1.74E-30 2.19E-25 7.44E-23 2.37E-20 2.15E-18 1.40E-17
 5.37E-17 1.44E-16 2.26E-16 3.37E-16 4.28E-16 4.49E-16 4.46E-16 4.23E-16
 3.99E-16 3.58E-16 3.01E-16 2.66E-16 2.32E-16 1.97E-16 1.75E-16 1.48E-16
 6.74E-46 4.49E-37 1.76E-30 2.22E-25 7.52E-23 2.39E-20 2.17E-18 1.41E-17
 5.40E-17 1.44E-16 2.27E-16 3.39E-16 4.30E-16 4.51E-16 4.48E-16 4.24E-16
